ID,cond,0:00:01,0:00:24,0:00:48,0:01:12,0:01:37,0:02:01,0:02:25,0:02:50,0:03:14,0:03:38,0:04:03,0:04:27,0:04:51,0:05:16,0:05:40,0:06:04,0:06:29,0:06:53,0:07:17,0:07:42,0:08:06,0:08:30,0:08:55,0:09:19,0:09:43,0:10:08,0:10:32,0:10:56,0:11:21,0:11:45,0:12:09,0:12:34,0:12:58,0:13:22,0:13:47,0:14:11,0:14:35,0:14:59,0:15:24,0:15:48,0:16:12,0:16:37,0:17:01,0:17:25,0:17:50,0:18:14,0:18:38,0:19:03,0:19:27,0:19:51,0:20:16,0:20:40,0:21:04,0:21:29,0:21:53,0:22:17,0:22:42,0:23:06,0:23:30,0:23:55,0:24:19,0:24:43,0:25:08,0:25:32,0:25:56,0:26:21,0:26:45,0:27:09,0:27:34,0:27:58,0:28:22,0:28:47,0:29:11,0:29:35,0:29:59,0:30:24,0:30:48,0:31:12,0:31:37,0:32:01,0:32:25,0:32:50,0:33:14,0:33:38,0:34:03,0:34:27,0:34:51,0:35:16,0:35:40,0:36:04,0:36:29,0:36:53,0:37:17,0:37:42,0:38:06,0:38:30,0:38:55,0:39:19,0:39:43,0:40:08,total
02614aad,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.277777778,0.388888889,0.555555556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
88da3fd0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.111111111,0.222222222,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.444444444,0.444444444,0.444444444,0.444444444,0.555555556,0.555555556,0.555555556,0.555555556,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.777777778,0.777777778,0.888888889,0.888888889,0.888888889,0.888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9
51bb7415,4,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.428571429,0.428571429,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
aab1f9cc,2,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
87a6652b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
c68bba99,1,0,0,0,0,0,0.466666667,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
58b50087,4,0,0,0,0,0,0.0625,0.125,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.25,0.25,0.3125,0.375,0.375,0.375,0.4375,0.4375,0.4375,0.4375,0.4375,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.625,0.6875,0.6875,0.6875,0.6875,0.6875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.875,0.875,0.875,0.875,0.9375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
b872d2a9,4,0,0,0,0,0,0,0.035714286,0.035714286,0.035714286,0.071428571,0.107142857,0.107142857,0.107142857,0.107142857,0.107142857,0.178571429,0.178571429,0.178571429,0.178571429,0.178571429,0.214285714,0.25,0.25,0.25,0.285714286,0.285714286,0.321428571,0.357142857,0.392857143,0.392857143,0.428571429,0.428571429,0.428571429,0.464285714,0.535714286,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.678571429,0.678571429,0.678571429,0.714285714,0.75,0.75,0.75,0.75,0.75,0.785714286,0.785714286,0.785714286,0.785714286,0.821428571,0.821428571,0.821428571,0.857142857,0.892857143,0.928571429,0.964285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
8ae92e81,1,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.210526316,0.368421053,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.473684211,0.473684211,0.473684211,0.473684211,0.473684211,0.473684211,0.526315789,0.578947368,0.578947368,0.578947368,0.578947368,0.631578947,0.631578947,0.631578947,0.631578947,0.631578947,0.684210526,0.684210526,0.684210526,0.684210526,0.684210526,0.736842105,0.736842105,0.736842105,0.736842105,0.736842105,0.736842105,0.736842105,0.842105263,0.894736842,0.947368421,0.947368421,0.947368421,0.947368421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
82ad30d4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.111111111,0.222222222,0.296296296,0.37037037,0.37037037,0.37037037,0.37037037,0.37037037,0.37037037,0.407407407,0.62962963,0.62962963,0.62962963,0.666666667,0.666666667,0.666666667,0.666666667,0.703703704,0.740740741,0.740740741,0.740740741,0.740740741,0.740740741,0.740740741,0.740740741,0.740740741,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.814814815,0.814814815,0.888888889,0.888888889,0.925925926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27
0a390f04,2,0,0,0,0,0,0,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.074074074,0.074074074,0.074074074,0.074074074,0.074074074,0.074074074,0.074074074,0.111111111,0.111111111,0.111111111,0.111111111,0.148148148,0.148148148,0.148148148,0.148148148,0.222222222,0.259259259,0.296296296,0.333333333,0.37037037,0.37037037,0.407407407,0.407407407,0.407407407,0.407407407,0.407407407,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.518518519,0.555555556,0.555555556,0.555555556,0.555555556,0.555555556,0.555555556,0.555555556,0.592592593,0.592592593,0.62962963,0.703703704,0.777777778,0.777777778,0.814814815,0.814814815,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27
